name,bftId,level,office,party,evidence,sourceUrl,source,links,handleSource,stance,votingRecord,redLineCheck,researchNotes,addedBy,related
Julia Letlow,pol-8f4babe1,National,"US Representative, LA-5",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Julia+Letlow; x.com/julialetlow,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Austin Scott,pol-5d234247,National,"US Representative, GA-8",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Austin+Scott; x.com/austinscott,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 28/28 = 100% pro-Israel. Voted YEA on every one of the 28 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Don Bacon,pol-cb350f86,National,"US Representative, NE-2",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Don+Bacon; x.com/donbacon,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 25/25 = 100% pro-Israel. Voted YEA on every one of the 25 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
David Kustoff,pol-c435eee2,National,"US Representative, TN-8",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=David+Kustoff; x.com/davidkustoff,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 25/25 = 100% pro-Israel. Voted YEA on every one of the 25 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Russell Fry,pol-97e3c35f,National,"US Representative, SC-7",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Russell+Fry; x.com/russellfry,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Adrian Smith,pol-8f49db82,National,"US Representative, NE-3",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Adrian+Smith; x.com/adriansmith,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 29/29 = 100% pro-Israel. Voted YEA on every one of the 29 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Lance Gooden,pol-35d5bebd,National,"US Representative, TX-5",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Lance+Gooden; x.com/lancegooden,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 21/21 = 100% pro-Israel. Voted YEA on every one of the 21 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Jake LaTurner,pol-de797808,National,"US Representative, KS-2",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Jake+LaTurner; x.com/jakelaturner,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Michael C. Burgess,pol-5fae5dfe,National,"US Representative, TX-26",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Michael+C.+Burgess; x.com/michaelburgess,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 27/27 = 100% pro-Israel. Voted YEA on every one of the 27 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Ronny Jackson,pol-72e1f6f7,National,"US Representative, TX-13",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Ronny+Jackson; x.com/ronnyjackson1,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Michael Waltz,pol-c6adf025,National,"US Representative, FL-6",Republican,"UPDATED 18 Jul 2026 per Andy: now US AMBASSADOR TO THE UN. Evidence cited: he moved against Mamdani's stated plan to have Netanyahu arrested at the UN General Assembly -- acting institutionally on Israel's behalf in the single most hostile multilateral forum. That is a concrete official act, not a statement. EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Michael+Waltz; x.com/michaelwaltz,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Dusty Johnson,pol-2f6f4bc5,National,"US Representative, SD-At Large",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Dusty+Johnson; x.com/dustyjohnson,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 22/22 = 100% pro-Israel. Voted YEA on every one of the 22 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Mark E. Amodei,pol-e4a618bc,National,"US Representative, NV-2",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Mark+E.+Amodei; x.com/markamodei,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 29/29 = 100% pro-Israel. Voted YEA on every one of the 29 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Juan Ciscomani,pol-060afea5,National,"US Representative, AZ-6",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Juan+Ciscomani; x.com/juanciscomani,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Beth Van Duyne,pol-c028f95b,National,"US Representative, TX-24",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Beth+Van+Duyne; x.com/bethduyne,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Harold Rogers,pol-08275231,National,"US Representative, KY-5",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Harold+Rogers; x.com/haroldrogers,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 26/26 = 100% pro-Israel. Voted YEA on every one of the 26 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Chuck Edwards,pol-a8b8941c,National,"US Representative, NC-11",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Chuck+Edwards; x.com/chuck_edwards,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Mike Kelly,pol-699197cb,National,"US Representative, PA-16",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Mike+Kelly; x.com/mikekelly1,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 26/26 = 100% pro-Israel. Voted YEA on every one of the 26 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Rick W. Allen,pol-7a67840c,National,"US Representative, GA-12",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 1 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Rick+W.+Allen; x.com/rickallen,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 30/30 = 100% pro-Israel. Voted YEA on every one of the 30 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
David Rouzer,pol-2f338a05,National,"US Representative, NC-7",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=David+Rouzer; x.com/davidrouzer,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 29/29 = 100% pro-Israel. Voted YEA on every one of the 29 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Troy Balderson,pol-ad8be9ad,National,"US Representative, OH-12",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Troy+Balderson; x.com/troybalderson,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 23/23 = 100% pro-Israel. Voted YEA on every one of the 23 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Zachary Nunn,pol-52c3c1f1,National,"US Representative, IA-3",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Zachary+Nunn; x.com/zacharynunn,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Mark E. Green,pol-e356edc6,National,"US Representative, TN-7",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Mark+E.+Green; x.com/markgreen,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
Steve Scalise,pol-a0edc904,National,"US Representative, LA-1",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Steve+Scalise; x.com/stevescalise,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 29/29 = 100% pro-Israel. Voted YEA on every one of the 29 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Lori Chavez-DeRemer,pol-e46aeff0,National,"US Representative, OR-5",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Lori+Chavez-DeRemer,,,,,,Claude (proactive),
Randy Feenstra,pol-dae8a171,National,"US Representative, IA-4",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Randy+Feenstra; x.com/randyfeenstra,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),,,,,Claude (proactive),
John H. Rutherford,pol-bdedb6cd,National,"US Representative, FL-5",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=John+H.+Rutherford; x.com/johnrutherford,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 25/25 = 100% pro-Israel. Voted YEA on every one of the 25 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Anthony D'Esposito,pol-44458826,National,"US Representative, NY-4",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Anthony+D'Esposito,,,,,,Claude (proactive),
Scott Franklin,pol-5039f0fb,National,"US Representative, FL-18",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Scott+Franklin; x.com/scottfranklin,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 20/20 = 100% pro-Israel. Voted YEA on every one of the 20 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Nicole Malliotakis,pol-009daede,National,"US Representative, NY-11",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). ORIGINAL cosponsor on 2 of them. Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Nicole+Malliotakis; x.com/nmalliotakis,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 20/20 = 100% pro-Israel. Voted YEA on every one of the 20 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Barry Loudermilk,pol-ccddb8a3,National,"US Representative, GA-11",Republican,"EVIDENCE-BASED ADD (congressional voting record, not judgment): cosponsored 2 major pro-Israel bills -- HR6126 (Israel Security Supplemental Appropriations Act, 2024), HR8369 (Israel Security Assistance Support Act). Sourced from the official Library of Congress API (api.congress.gov). This is hard, auditable evidence of the kind the Liberty Score methodology calls for -- a documented legislative act, not a vibe.",,"api.congress.gov (Library of Congress official API), pulled 14 Jul 2026",congress.gov/member?q=Barry+Loudermilk; x.com/barryloudermilk,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),pro,"MEASURED: 30/30 = 100% pro-Israel. Voted YEA on every one of the 30 clean Israel-related House roll calls they were present for, 2015-2026 -- zero NO, zero PRESENT. Source: House Clerk roll-call XML (clerk.house.gov/evs).",,,Claude (proactive),
Cori Bush,pol-f5379e2d,National,"US Representative, MO-1",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 26.7% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2021/roll275.xml,x.com/coribush,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 4/15 (26.7%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2); H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58). Voted NO on BOTH defense-funding bills -- the hardest signal in the dataset.",,,Claude (proactive),
Rashida Tlaib,pol-edfa6433,National,"US Representative, MI-12",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 28.6% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2021/roll275.xml,x.com/rashidatlaib,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 6/21 (28.6%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2); H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58). Voted NO on BOTH defense-funding bills -- the hardest signal in the dataset.",,,Claude (proactive),
Ilhan Omar,pol-52b10504,National,"US Representative, MN-5",Democrat,"RED LINE (Tier 1, GENUINE). Voted against Israel defense funding, and the surrounding pattern confirms it is not fiscal: only 47.6% pro-Israel across 30 clean votes. Sourced from House Clerk roll-call XML, not assertion.",,https://clerk.house.gov/evs/2021/roll275.xml,x.com/ilhan_omar,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 10/21 (47.6%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2); H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58). Voted NO on BOTH defense-funding bills -- the hardest signal in the dataset.",,,Claude (proactive),
Thomas Massie,pol-13301e12,National,"US Representative, KY-4",Republican,"RED LINE (Tier 1, GENUINE) -- and the single most strategically important name in the sweep. The ONLY Republican among the nine NO votes on the Iron Dome supplemental (H.R.5323 passed 420-9-2), and he voted NO again on H.R.8034 in 2024. 51.7% pro-Israel across 30 clean votes -- far below every other Republican, which rules out generic fiscal hawkery (deficit hawks like Chip Roy sit at 90%+). Massie is the America-First/restraint wing's actual legislative anchor.",,https://clerk.house.gov/evs/2021/roll275.xml,x.com/thomas_massie,auto-matched 18 Jul 2026 (X display name matched first+last; spot-check before relying on it),hostile,"MEASURED: 15/29 (51.7%) pro-Israel across 30 clean Israel-related House roll calls, 2015-2026. Voted NO on Israel DEFENSE FUNDING: H.R.5323 Iron Dome Supplemental Appropriations Act (23 Sep 2021; passed 420-9-2); H.R.8034 Israel Security Supplemental Appropriations Act, 2024 (20 Apr 2024; passed 366-58). Voted NO on BOTH defense-funding bills -- the hardest signal in the dataset.",,,Claude (proactive),
